"rowname","pmid","subm_obs_id","uniq_obs_id","count"
"pmid:32788292_1_8","pmid:32788292",1,8,33
"pmid:32788292_2_9","pmid:32788292",2,9,1
"pmid:32788292_3_10","pmid:32788292",3,10,61
"pmid:32788292_4_11","pmid:32788292",4,11,9
"pmid:32788292_5_12","pmid:32788292",5,12,25
"pmid:32788292_6_13","pmid:32788292",6,13,63
"pmid:32788292_7_14","pmid:32788292",7,14,96
"pmid:32788292_8_15","pmid:32788292",8,15,108
